index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
1	0.3333	3	1.0000	2563	697	ʈʂ	∅	∅	∅	ɯ	⁴²	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							698	ts	∅	∅	∅	ɯ	⁴²	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	699	ts	∅	∅	∅	ɯ̃	⁴²	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	700	tʰ	∅	∅	∅	ɯ̃	⁴²	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																													701	tsʰ	∅	∅	∅	ai	³¹	∅	C	∅	∅	∅	A	_	∅	2	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2563	697	ɯ	ʈʂ	∅	∅	⁴²	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							698	ɯ	ts	∅	∅	⁴²	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	699	ɯ̃	ts	∅	∅	⁴²	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	700	ɯ̃	tʰ	∅	∅	⁴²	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													701	ai	tsʰ	∅	∅	³¹	∅	∅	A	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2563	697	⁴²	ɯ	ʈʂ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							698	⁴²	ɯ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	699	⁴²	ɯ̃	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	700	⁴²	ɯ̃	tʰ	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													701	³¹	ai	tsʰ	∅	∅	∅	∅	_	A	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2564																							702	tʰ	∅	∅	∅	e	³³	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																			703	tsʰ	∅	∅	∅	e	³³	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅	704	tsʰ	∅	∅	∅	e	⁵⁵	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅																							705	tsʰ	∅	∅	∅	ɛ	³³	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2564																							702	e	tʰ	∅	∅	³³	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			703	e	tsʰ	∅	∅	³³	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	704	e	tsʰ	∅	∅	⁵⁵	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							705	ɛ	tsʰ	∅	∅	³³	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2564																							702	³³	e	tʰ	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			703	³³	e	tsʰ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	704	⁵⁵	e	tsʰ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							705	³³	ɛ	tsʰ	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
1	0.3333	3	1.0000	2573	706	ʈʂ	∅	∅	∅	ɔ	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅																																																																																																																																					707	ts	∅	∅	∅	o	⁴²	∅	C	∅	∅	∅	U	_	∅	2	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2573	706	ɔ	ʈʂ	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																																																																																					707	o	ts	∅	∅	⁴²	∅	∅	U	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2573	706	⁴²	ɔ	ʈʂ	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																																																																																					707	⁴²	o	ts	∅	∅	∅	∅	_	U	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2574	708	p	∅	∅	∅	ɔ	⁴²	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													709	p	∅	∅	∅	o	³³	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																			710	p	∅	∅	∅	o	⁴²	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2574	708	ɔ	p	∅	∅	⁴²	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													709	o	p	∅	∅	³³	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			710	o	p	∅	∅	⁴²	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2574	708	⁴²	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													709	³³	o	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			710	⁴²	o	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.2500	4	1.0000	2576																							711	sʰ	∅	∅	∅	w	e	⁴⁴	S	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0	712	s	∅	∅	∅	w	e	⁴⁴	S	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0																																																																			713	s	∅	∅	∅	w	a	⁴⁴	S	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0																							714	s	∅	∅	∅	w	e	⁴⁴	S	∅	∅	∅	W	E	_	3	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	2576																							711	w	sʰ	∅	∅	e	⁴⁴	∅	W	S	∅	∅	E	_	∅	6	3	∅	∅	7	0	∅	712	w	s	∅	∅	e	⁴⁴	∅	W	S	∅	∅	E	_	∅	6	3	∅	∅	7	0	∅																																																																			713	w	s	∅	∅	a	⁴⁴	∅	W	S	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅																							714	w	s	∅	∅	e	⁴⁴	∅	W	S	∅	∅	E	_	∅	6	3	∅	∅	7	0	∅
3	0.7500	2	0.5000	2576																							711	e	w	sʰ	∅	⁴⁴	∅	∅	E	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅	712	e	w	s	∅	⁴⁴	∅	∅	E	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅																																																																			713	a	w	s	∅	⁴⁴	∅	∅	A	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅																							714	e	w	s	∅	⁴⁴	∅	∅	E	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅
4	1.0000	1	0.2500	2576																							711	⁴⁴	e	w	sʰ	∅	∅	∅	_	E	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅	712	⁴⁴	e	w	s	∅	∅	∅	_	E	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																																																																			713	⁴⁴	a	w	s	∅	∅	∅	_	A	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅																							714	⁴⁴	e	w	s	∅	∅	∅	_	E	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅
1	0.3333	3	1.0000	2577																							715	w	∅	∅	∅	a	⁴²	∅	W	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅	716	w	∅	∅	∅	a	⁴²	∅	W	∅	∅	∅	A	_	∅	6	∅	∅	∅	7	0	∅																																																																																																																																				
2	0.6667	2	0.6667	2577																							715	a	w	∅	∅	⁴²	∅	∅	A	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	716	a	w	∅	∅	⁴²	∅	∅	A	W	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																																																																																																																				
3	1.0000	1	0.3333	2577																							715	⁴²	a	w	∅	∅	∅	∅	_	A	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	716	⁴²	a	w	∅	∅	∅	∅	_	A	W	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																																																																																																																				
1	0.2500	4	1.0000	2582																																																																																																															717	kʰ	∅	∅	∅	w	ɔ	³³	K	∅	∅	∅	W	U	_	1	∅	∅	∅	6	7	0	718	kʰ	∅	∅	∅	w	ɔ	³³	K	∅	∅	∅	W	U	_	1	∅	∅	∅	6	7	0																							719	kʰ	∅	∅	∅	w	ɔ	³³	K	∅	∅	∅	W	U	_	1	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	2582																																																																																																															717	w	kʰ	∅	∅	ɔ	³³	∅	W	K	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅	718	w	kʰ	∅	∅	ɔ	³³	∅	W	K	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅																							719	w	kʰ	∅	∅	ɔ	³³	∅	W	K	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	2582																																																																																																															717	ɔ	w	kʰ	∅	³³	∅	∅	U	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	718	ɔ	w	kʰ	∅	³³	∅	∅	U	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																							719	ɔ	w	kʰ	∅	³³	∅	∅	U	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅
4	1.0000	1	0.2500	2582																																																																																																															717	³³	ɔ	w	kʰ	∅	∅	∅	_	U	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	718	³³	ɔ	w	kʰ	∅	∅	∅	_	U	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																							719	³³	ɔ	w	kʰ	∅	∅	∅	_	U	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅
1	0.3333	3	1.0000	2668	720	x	∅	∅	∅	ɯ	⁴⁴	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	721	x	∅	∅	∅	ɯ̃	⁴⁴	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																																																																																									722	x	∅	∅	∅	ɯ̃	³³	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																							723	x	∅	∅	∅	ɯ	³²	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2668	720	ɯ	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	721	ɯ̃	x	∅	∅	⁴⁴	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																									722	ɯ̃	x	∅	∅	³³	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							723	ɯ	x	∅	∅	³²	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2668	720	⁴⁴	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	721	⁴⁴	ɯ̃	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																									722	³³	ɯ̃	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							723	³²	ɯ	x	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	2669																																													724	k	∅	∅	∅	ɯ	⁴²	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	725	k	∅	∅	∅	ɯ	⁴²	∅	K	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							726	tsʰ	∅	∅	∅	ɿ	²¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							727	tsʰ	∅	∅	∅	ɿ	³¹	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2669																																													724	ɯ	k	∅	∅	⁴²	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	725	ɯ	k	∅	∅	⁴²	∅	∅	I	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							726	ɿ	tsʰ	∅	∅	²¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							727	ɿ	tsʰ	∅	∅	³¹	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2669																																													724	⁴²	ɯ	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	725	⁴²	ɯ	k	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							726	²¹	ɿ	tsʰ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							727	³¹	ɿ	tsʰ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2680																																													728	m	∅	∅	∅	o	³¹	∅	M	∅	∅	∅	U	_	∅	4	∅	∅	∅	7	0	∅	729	m	∅	∅	∅	ɔ	³¹	∅	M	∅	∅	∅	U	_	∅	4	∅	∅	∅	7	0	∅																																																																																																														
2	0.6667	2	0.6667	2680																																													728	o	m	∅	∅	³¹	∅	∅	U	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	729	ɔ	m	∅	∅	³¹	∅	∅	U	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																																																														
3	1.0000	1	0.3333	2680																																													728	³¹	o	m	∅	∅	∅	∅	_	U	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	729	³¹	ɔ	m	∅	∅	∅	∅	_	U	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																																																														
1	0.3333	3	1.0000	2729	730	p	∅	∅	∅	ɔ	²¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	731	p	∅	∅	∅	a	²¹	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																																																			732	p	∅	∅	∅	ɔ	²¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	733	p	∅	∅	∅	a	²¹	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																							734	p	∅	∅	∅	ɔ	²¹	∅	P	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	2729	730	ɔ	p	∅	∅	²¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	731	a	p	∅	∅	²¹	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			732	ɔ	p	∅	∅	²¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	733	a	p	∅	∅	²¹	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							734	ɔ	p	∅	∅	²¹	∅	∅	U	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	2729	730	²¹	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	731	²¹	a	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			732	²¹	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	733	²¹	a	p	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							734	²¹	ɔ	p	∅	∅	∅	∅	_	U	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	2730																																													735	ɣ	∅	∅	∅	ɯ	⁴²	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	736	ɣ	∅	∅	∅	ɯ	⁴²	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	737	ɣ	∅	∅	∅	ɯ	⁴²	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																																													738	ɣ	∅	∅	∅	ɯ	⁴²	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2730																																													735	ɯ	ɣ	∅	∅	⁴²	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	736	ɯ	ɣ	∅	∅	⁴²	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	737	ɯ	ɣ	∅	∅	⁴²	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																													738	ɯ	ɣ	∅	∅	⁴²	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2730																																													735	⁴²	ɯ	ɣ	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	736	⁴²	ɯ	ɣ	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	737	⁴²	ɯ	ɣ	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																													738	⁴²	ɯ	ɣ	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2757																																																																																																																																					739	tsʰ	∅	∅	∅	u	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅	740	ts	∅	∅	∅	u	⁵⁵	∅	C	∅	∅	∅	Y	_	∅	2	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2757																																																																																																																																					739	u	tsʰ	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	740	u	ts	∅	∅	⁵⁵	∅	∅	Y	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	2757																																																																																																																																					739	⁵⁵	u	tsʰ	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	740	⁵⁵	u	ts	∅	∅	∅	∅	_	Y	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																						
1	0.5000	2	1.0000	2767	741	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																							742	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅	743	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																							744	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅	745	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅	746	a	∅	∅	∅	⁵⁵	∅	∅	A	∅	∅	∅	_	∅	∅	7	∅	∅	∅	0	∅	∅																						
2	1.0000	1	0.5000	2767	741	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																							742	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅	743	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																							744	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅	745	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅	746	⁵⁵	a	∅	∅	∅	∅	∅	_	A	∅	∅	∅	∅	∅	0	7	∅	∅	∅	∅	∅																						
1	0.3333	3	1.0000	2768	747	t	∅	∅	∅	a	⁴⁴	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	748	t	∅	∅	∅	a	⁴⁴	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	749	t	∅	∅	∅	a	⁴⁴	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																													750	t	∅	∅	∅	a	⁴⁴	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	751	t	∅	∅	∅	a	⁴⁴	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅	752	t	∅	∅	∅	a	⁴⁴	∅	T	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	2768	747	a	t	∅	∅	⁴⁴	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	748	a	t	∅	∅	⁴⁴	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	749	a	t	∅	∅	⁴⁴	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													750	a	t	∅	∅	⁴⁴	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	751	a	t	∅	∅	⁴⁴	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	752	a	t	∅	∅	⁴⁴	∅	∅	A	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
